,Language,Meaning,Phonological Form,cc,ASJP
126,Portuguese,burn,ɐɾˈdeɾ,burn:I,arder
127,Spanish,burn,ke'maɾ,burn:L,kemar
134,French,burn,bʀyle,burn:Q,brile
143,Italian,burn,bru'tʃare,burn:Q,brutSare
144,Italian,burn,'ardere,burn:I,ardere
152,Breton,burn,"ˈlɔskã, ˈleskĩ",burn:G,loskaleski
13,Greek,far,maˌkriˈa,far:H,makria
59,Bulgarian,far,dəˈlɛtʃɘ,far:D,d3lEtS3
61,Russian,far,dalʲɛ'kɔ,far:D,dalEko
62,Polish,far,daˈlɛkɔ,far:D,dalEko
64,Ukrainian,far,daˈɫɛkɔ,far:D,daLEko
66,Czech,far,ˈdalɛkɔ,far:D,dalEko
74,Icelandic,far,ˈlauŋɡ̊t,far:M,lauNgt
75,Icelandic,far,ˈfjarːɪ,far:B,fyari
83,Swedish,far,lɔŋkt ˈbɔ̀ʈːa,far:M,loNktbota
84,Swedish,far,ˈfjæ̀rːan,far:B,fyEran
89,Danish,far,lɑŋɡ̊d̥,far:M,loNgd
90,Danish,far,fjɛɐ̯n,far:B,fyEan
96,English,far,fɑ:,far:B,fo
98,Dutch,far,vɛr,far:B,vEr
103,German,far,vait,far:G,vait
111,Catalan,far,ʎuɲ,far:M,luN
114,Portuguese,far,ˈlõʒɨ,far:M,loZ3
115,Spanish,far,'lexos,far:N,lexos
121,French,far,lwɛ̃,far:M,lwE
127,Italian,far,lon'tano,far:M,lontano
135,Breton,far,ˈpɛlː,far:F,pEl
136,Breton,far,diaˈbɛl,far:F,diabEl
139,Irish,far,"ˈfˠɑd̪ˠə,ˈfˠad̪ˠə",far:L,fod3fad3
9,Greek,sew,ˈravo̞,sew:H,ravo
48,Bulgarian,sew,ˈʃijə,sew:F,Siy3
50,Russian,sew,ʂɨtʲ,sew:F,S3t
51,Polish,sew,ʂɘ̟tɕ,sew:F,S3tS
53,Ukrainian,sew,ˈʂɪtɪ,sew:F,Siti
55,Czech,sew,ʃiːt,sew:F,Sit
60,Lithuanian,sew,ˈsʲu:tʲɪ,sew:F,suti
63,Icelandic,sew,ˈsøɪːma,sew:F,seima
69,Swedish,sew,sy:,sew:F,si
73,Danish,sew,syˀ,sew:F,si
77,English,sew,səʊ,sew:F,s3u
79,Dutch,sew,'najə(n),sew:B,nay3n
84,German,sew,'nɛ:ən,sew:B,nE3n
90,Catalan,sew,ku'zi,sew:F,kuzi
91,Portuguese,sew,kuˈzeɾ,sew:F,kuzer
92,Spanish,sew,ko'seɾ,sew:F,koser
98,French,sew,kudʀ,sew:F,kudr
104,Italian,sew,ku'tʃire,sew:F,kutSire
13,Greek,full,ʝe̞ˈmato̞s,full:F,Sematos
40,Hindi,full,pu:ɾa:,full:A,pura
49,Bulgarian,full,ˈpɤlɘn,full:A,pol3n
51,Russian,full,'pɔɫnɨj,full:A,poLn3y
52,Polish,full,ˈpɛwnɘ̟,full:A,pEwn3
54,Ukrainian,full,ˈpɔʋnɪj,full:A,powniy
56,Czech,full,ˈpl̩niː,full:A,plni
64,Icelandic,full,ˈfʏd̥lʏr,full:A,fidlir
69,Swedish,full,fɵlː,full:A,f3l
71,Danish,full,fulˀ,full:A,ful
77,Dutch,full,vɔl,full:A,vol
79,German,full,fɔl,full:A,fol
86,Spanish,full,'ʎeno,full:A,leno
87,French,full,plɛ̃,full:A,plE
91,Italian,full,'pjɛno,full:A,pyEno
92,Romanian,full,plin,full:A,plin
99,Breton,full,ˈløːn,full:A,len
102,Irish,full,"l̪ˠɑːn̪ˠ, l̪ˠæːn̪ˠ",full:A,lonlEn
15,Greek,they,afˈti,they:J,afti
38,Nepali,they,tinihəru,they:E,tinih3ru
39,Nepali,they,unihəru,they:E,unih3ru
64,Bulgarian,they,tɛ,they:J,tE
66,Russian,they,ɔ'nʲi,they:L,oni
67,Polish,they,ˈɔɲi,they:L,oNi
69,Ukrainian,they,ʋɔˈnɪ,they:L,woni
71,Czech,they,ˈɔɲɪ,they:L,oNi
77,Lithuanian,they,jæ,they:B,yE
79,Icelandic,they,θeiːr,they:J,8eir
84,Swedish,they,dɔmː,they:J,dom
88,Danish,they,di,they:J,di
92,English,they,ðɛɪ,they:J,8Ei
95,Dutch,they,zɛi,they:J,zEi
100,German,they,zi:,they:J,zi
108,Portuguese,they,ˈelɨʃ,they:F,el3S
109,Spanish,they,'eʎos,they:F,elos
115,French,they,"il, ɛl",they:F,ilEl
121,Italian,they,ko'loro,they:P,koloro
122,Italian,they,es'si,they:J,essi
124,Romanian,they,jej,they:F,yey
133,Welsh,they,hwi,they:J,hwi
134,Irish,they,ʃiəd,they:J,Si3d
14,Greek,if,i,if:Q,i
15,Greek,if,an,if:M,an
67,Bulgarian,if,əˈkɔ,if:R,3ko
69,Russian,if,'jɛsʲlʲi,if:I,yEsli
70,Polish,if,jɛˈʐɛli,if:I,yEZEli
72,Ukrainian,if,jakˈʂtʂɔ,if:R,yakStSo
75,Czech,if,ˈjɛstlɪ,if:I,yEstli
82,Lithuanian,if,jæj,if:S,yEy
84,Icelandic,if,ɛf,if:R,Ef
91,Swedish,if,soˈvìːda,if:Af,sovida
92,Swedish,if,ɔmː,if:K,om
93,Swedish,if,iˈfalː,if:V,ifal
98,Danish,if,ves,if:J,ves
102,English,if,ɪf,if:R,if
105,Dutch,if,ɑls,if:Ae,ols
106,Dutch,if,ɪn'din,if:B,indin
112,German,if,vɛn,if:U,vEn
120,Catalan,if,si,if:G,si
121,Portuguese,if,sɨ,if:G,s3
122,Spanish,if,si,if:G,si
128,French,if,si,if:G,si
134,Italian,if,se,if:G,se
135,Romanian,if,ˈdakə,if:L,dak3
145,Breton,if,ma,if:H,ma
10,Greek,scratch,ˈk͡sino̞,scratch:G,ksino
50,Bulgarian,scratch,ˈtʃɛʃə,scratch:G,tSES3
52,Russian,scratch,tʃɛ'satʲ,scratch:G,tSEsat
53,Polish,scratch,ˈdrapatɕ,scratch:R,drapatS
55,Ukrainian,scratch,ˈtʂuxatɪ,scratch:Ae,tSuxati
57,Czech,scratch,ˈʃkraːbat,scratch:T,Skrabat
67,Icelandic,scratch,ˈkʰlouːra,scratch:I,kloura
73,Swedish,scratch,kloː,scratch:I,klo
75,Swedish,scratch,ˈklø̀:sa,scratch:I,klesa
76,Swedish,scratch,ˈrì:va,scratch:D,riva
82,Danish,scratch,ˈg̥ʰʁɑsə,scratch:C,gGos3
83,Danish,scratch,ɡ̊ʰløˀ,scratch:I,gle
89,English,scratch,skrætʃ,scratch:C,skrEtS
91,Dutch,scratch,"'krɑbələ(n), 'krɑbə(n)",scratch:B,krob3l3nkrob3n
97,German,scratch,'krat͜sn̩,scratch:C,kratsn
105,Catalan,scratch,gɾə'ta,scratch:H,gr3ta
107,Portuguese,scratch,ʀɐʃˈpaɾ,scratch:L,raSpar
108,Spanish,scratch,ras'kaɾ,scratch:L,raskar
114,French,scratch,gʀate,scratch:H,grate
123,Italian,scratch,grat'tare,scratch:H,grattare
13,Greek,at,se̞,at:E,se
48,Hindi,at,mẽ,at:G,me
65,Bulgarian,at,v(ɤf),at:J,vof
66,Bulgarian,at,na,at:Q,na
69,Russian,at,v,at:J,v
70,Russian,at,na,at:Q,na
71,Polish,at,v(ɛ),at:J,vE
72,Polish,at,na,at:Q,na
75,Ukrainian,at,ʋ,at:J,w
76,Ukrainian,at,na,at:Q,na
79,Czech,at,na,at:Q,na
80,Czech,at,v(ɛ),at:J,vE
90,Lithuanian,at,i:,at:B,i
92,Lithuanian,at,pɐs,at:N,pas
95,Icelandic,at,çauː,at:Aj,Sau
96,Icelandic,at,vɪːð,at:U,vi8
106,Swedish,at,po:,at:Ai,po
107,Swedish,at,viː(d),at:U,vid
114,Danish,at,b̥ʰɔˀ,at:Ai,bo
115,Danish,at,veð,at:U,ve8
123,English,at,æt,at:R,Et
125,Dutch,at,tə,at:V,t3
126,Dutch,at,ɔp,at:I,op
133,German,at,an,at:T,an
145,Catalan,at,a,at:R,a
147,Portuguese,at,a,at:S,a
148,Portuguese,at,ɐ̃j,at:J,ay
149,Spanish,at,a,at:R,a
155,French,at,a,at:R,a
161,Italian,at,"a, ad",at:R,aad
163,Romanian,at,la,at:R,la
168,Breton,at,"e, en",at:J,een
171,Irish,at,ɛɟ,at:R,EC
8,Greek,fingernail,ˈniçi,fingernail:A,niSi
39,Bulgarian,fingernail,ˈnɔkət,fingernail:A,nok3t
41,Russian,fingernail,'nɔgɔtʲ,fingernail:A,nogot
42,Polish,fingernail,paˈznɔkʲɛtɕ,fingernail:A,paznokEtS
44,Ukrainian,fingernail,ˈnʲiɦɔtʲ,fingernail:A,nihot
46,Czech,fingernail,ˈnɛɦɛt,fingernail:A,nEhEt
54,Icelandic,fingernail,nœɡ̊l,fingernail:A,nEgl
59,Swedish,fingernail,ˈnɑːɡəl,fingernail:A,nog3l
61,Danish,fingernail,nɑjˀl,fingernail:A,noyl
65,English,fingernail,neɪl,fingernail:A,neil
66,Dutch,fingernail,'naɣəl,fingernail:A,nax3l
68,German,fingernail,'na:gl̩,fingernail:A,nagl
73,Catalan,fingernail,ˈuŋɡlə,fingernail:A,uNgl3
74,Spanish,fingernail,'uɲa,fingernail:A,uNa
75,French,fingernail,ɔ̃gl,fingernail:A,ogl
81,Italian,fingernail,'ungja,fingernail:A,ungya
86,Breton,fingernail,ˈiːvin,fingernail:A,ivin
10,Greek,worm,skuˈlici,worm:D,skuliTi
36,Hindi,worm,kiːɽaː,worm:E,kira
48,Bulgarian,worm,ˈtʃɛrvɘj,worm:A,tSErv3y
50,Russian,worm,tʃɛrvʲ,worm:A,tSErv
51,Polish,worm,ˈrɔbak,worm:I,robak
53,Ukrainian,worm,tʂɛrˈvjak,worm:A,tSErvyak
55,Czech,worm,tʃɛrv,worm:A,tSErv
65,Icelandic,worm,ˈɔrmʏr,worm:B,ormir
66,Icelandic,worm,ˈmaθkʰʏr,worm:F,ma8kir
74,Swedish,worm,larv,worm:F,larv
75,Swedish,worm,mask,worm:F,mask
79,Danish,worm,oɐ̯ˀm,worm:B,oam
83,English,worm,wɜ:m,worm:B,w3m
85,Dutch,worm,wɔrm,worm:B,worm
90,German,worm,vʊrm,worm:B,vurm
100,Portuguese,worm,ˈvɛɾmɨ,worm:B,vErm3
101,Spanish,worm,gu'sano,worm:G,gusano
107,French,worm,vɛʀ,worm:B,vEr
112,Italian,worm,'vɛrme,worm:B,vErme
119,Breton,worm,"prɛ̃v, prẽw",worm:A,prEvprew
122,Irish,worm,pʲeːʃtʲ,worm:S,peSt
16,Greek,foot,ˈpo̞ði,foot:B,po8i
47,Bengali,foot,pa,foot:B,pa
65,Bulgarian,foot,krak,foot:E,krak
67,Russian,foot,no'ga,foot:G,noga
68,Polish,foot,ˈnɔɡa,foot:G,noga
70,Ukrainian,foot,nɔˈɦa,foot:G,noha
72,Czech,foot,ˈnɔɦa,foot:G,noha
80,Icelandic,foot,ˈfouːtʰʏr,foot:B,foutir
86,Swedish,foot,fuːt,foot:B,fut
90,Danish,foot,foˀð,foot:B,fo8
96,English,foot,fʊt,foot:B,fut
98,Dutch,foot,vut,foot:B,vut
103,German,foot,fu:s,foot:B,fus
111,Catalan,foot,pɛuw,foot:B,pEuw
112,Portuguese,foot,pɛ,foot:B,pE
113,Spanish,foot,pje,foot:B,pye
119,French,foot,pje,foot:B,pye
125,Italian,foot,'pjɛde,foot:B,pyEde
126,Romanian,foot,piˈʧjor,foot:B,piCyor
136,Breton,foot,ˈtrwɑːt,foot:D,trwot
138,Welsh,foot,trɔid,foot:D,troid
140,Irish,foot,kos,foot:I,kos
10,Greek,smooth,ˌo̞maˈlo̞s,smooth:G,omalos
56,Bulgarian,smooth,ˈɡɫadək,smooth:B,gLad3k
58,Russian,smooth,'gɫadkʲij,smooth:B,gLadkiy
59,Polish,smooth,ˈɡwatkʲi,smooth:B,gwatki
61,Ukrainian,smooth,ˈɦɫadkɪj,smooth:B,hLadkiy
63,Czech,smooth,ˈɦladkiː,smooth:B,hladki
71,Icelandic,smooth,ˈstljɛʰtːʏr,smooth:J,stlyEtir
83,Swedish,smooth,slɛːt,smooth:J,slEt
84,Swedish,smooth,jɛmn,smooth:O,yEmn
85,Swedish,smooth,glatː,smooth:B,glat
92,Danish,smooth,jɛwˀn,smooth:O,yEwn
93,Danish,smooth,g̥lad̥ʰ,smooth:B,glad
100,English,smooth,smu:ð,smooth:Q,smu8
103,Dutch,smooth,"ɣə'lɛik, ɣlɑt",smooth:B,x3lEikxlot
110,German,smooth,glat,smooth:B,glat
116,Catalan,smooth,ʎis,smooth:D,lis
117,Portuguese,smooth,'lizu,smooth:D,lizu
118,Spanish,smooth,'liso,smooth:D,liso
124,French,smooth,lis,smooth:D,lis
132,Italian,smooth,'liʃʃo,smooth:D,liSSo
133,Italian,smooth,'pjano,smooth:S,pyano
149,Irish,smooth,mʲiːnʲ,smooth:F,min
14,Greek,hit,xtiˈpo̞,hit:L,xtipo
54,Hindi,hit,marna,hit:F,marna
68,Bulgarian,hit,ˈudrʲəm,hit:I,udr3m
70,Russian,hit,udaˈrʲatʲ,hit:I,udarat
71,Polish,hit,uˈdɛʐaʨ,hit:I,udEZaC
73,Ukrainian,hit,udaˈrʲatɪ,hit:I,udarati
75,Czech,hit,ˈudɛr̝ɪt,hit:I,udErit
87,Icelandic,hit,ˈb̥ɛrja,hit:X,bErya
88,Icelandic,hit,stlauː,hit:V,stlau
89,Icelandic,hit,ˈd̥rɛːpʰa,hit:W,drEpa
96,Swedish,hit,slo:,hit:V,slo
101,Danish,hit,ˈʁɑmə,hit:Ai,Gom3
102,Danish,hit,slɔˀ,hit:V,slo
103,Danish,hit,ˈd̥ʰʁafə,hit:W,dGaf3
110,English,hit,hɪt,hit:P,hit
112,Dutch,hit,'stotə(n),hit:K,stot3n
113,Dutch,hit,slan,hit:V,slan
114,Dutch,hit,rakə(n),hit:B,rak3n
122,German,hit,'ʃla:gŋ̩,hit:V,SlagN
123,German,hit,'trɛfn̩,hit:W,trEfn
131,Catalan,hit,kupə'ʒa,hit:G,kup3Za
132,Catalan,hit,'batɾə,hit:Y,batr3
135,Spanish,hit,ɡolpe'aɾ,hit:G,golpear
151,Italian,hit,kol'pire,hit:G,kolpire
152,Italian,hit,'battere,hit:Y,battere
166,Breton,hit,"ˈskoi, ˈskei",hit:H,skoiskei
169,Irish,hit,bˠuəlʲ,hit:M,bu3l
12,Greek,neck,le̞ˈmo̞s,neck:I,lemos
72,Bulgarian,neck,vrat,neck:A,vrat
73,Bulgarian,neck,ˈʃijə,neck:H,Siy3
75,Russian,neck,'ʂɛja,neck:H,SEya
76,Polish,neck,'ʂɘ̟ja,neck:H,S3ya
78,Ukrainian,neck,ˈʂɪja,neck:H,Siya
80,Czech,neck,kr̩k,neck:P,krk
90,Icelandic,neck,ˈn̥aʰkːɪ,neck:N,naki
91,Icelandic,neck,ˈsviːrɪ,neck:O,sviri
92,Icelandic,neck,hauls,neck:B,hauls
100,Swedish,neck,ˈnàkːə,neck:N,nak3
101,Swedish,neck,hals,neck:B,hals
106,Danish,neck,ˈnɑɡ̊ʰe,neck:N,noge
107,Danish,neck,halˀs,neck:B,hals
115,English,neck,nɛk,neck:N,nEk
118,Dutch,neck,nɛk,neck:N,nEk
119,Dutch,neck,hɑls,neck:B,hols
125,German,neck,hals,neck:B,hals
126,German,neck,'nakn̩,neck:N,nakn
132,Catalan,neck,kɔʎ,neck:B,kol
133,Portuguese,neck,pɨʃˈkosu,neck:F,p3Skosu
134,Spanish,neck,'kweʎo,neck:B,kwelo
140,French,neck,ku,neck:B,ku
146,Italian,neck,'kollo,neck:B,kollo
147,Romanian,neck,ɡɨt,neck:M,g3t
155,Breton,neck,"ˈguːzuk, ˈguːk",neck:G,guzukguk
17,Greek,hand,ˈçe̞ri,hand:C,Seri
49,Bengali,hand,ɦat̪,hand:C/D,hat
53,Hindi,hand,ɦaːt̪ʰ,hand:C/D,hat
65,Bulgarian,hand,rəˈka,hand:G,r3ka
67,Russian,hand,ru'ka,hand:G,ruka
68,Polish,hand,ˈrɛŋka,hand:G,rENka
70,Ukrainian,hand,ruˈka,hand:G,ruka
72,Czech,hand,ˈruka,hand:G,ruka
78,Lithuanian,hand,ɾɐŋˈkɐ,hand:G,raNka
80,Icelandic,hand,hœnd̥,hand:B,hEnd
85,Swedish,hand,hand,hand:B,hand
90,Danish,hand,hʌnˀ,hand:B,hon
95,English,hand,hænd,hand:B,hEnd
97,Dutch,hand,hɑnt,hand:B,hont
102,German,hand,hant,hand:B,hant
110,Catalan,hand,ma,hand:E,ma
111,Portuguese,hand,mɐ̃u,hand:E,mau
112,Spanish,hand,'mano,hand:E,mano
118,French,hand,mɛ̃,hand:E,mE
124,Italian,hand,'mano,hand:E,mano
125,Romanian,hand,ˈmɨ.nə,hand:E,m3n3
135,Breton,hand,ˈdɔrn,hand:F,dorn
138,Irish,hand,"l̪ˠɑːvˠ, l̪ˠæːw",hand:I,lovlEw
1,Greek,ant,mirˈmiŋɟi,ant:B,mirmiNCi
10,Bulgarian,ant,ˈmravka,ant:A,mravka
12,Russian,ant,muraˈvʲɛj,ant:A,muravEy
13,Polish,ant,ˈmruvka,ant:A,mruvka
15,Ukrainian,ant,muˈraxa,ant:A,muraxa
17,Czech,ant,ˈmravɛnɛts,ant:A,mravEnEts
13,Greek,root,'riza,root:B,riza
68,Bulgarian,root,ˈkɔrɘn,root:D,kor3n
70,Russian,root,'kɔrʲɛnʲ,root:D,korEn
71,Polish,root,ˈkɔʐɛɲ,root:D,koZEN
73,Ukrainian,root,ˈkɔrʲinʲ,root:D,korin
75,Czech,root,ˈkɔr̝ɛn,root:D,korEn
83,Icelandic,root,rouːt,root:B,rout
88,Swedish,root,ru:t,root:B,rut
92,Danish,root,ʁoˀð,root:B,Go8
96,English,root,ru:t,root:B,rut
98,Dutch,root,'wɔrtəl,root:B,wort3l
103,German,root,'vʊt͜sl̩,root:B,vutsl
109,Catalan,root,ə'rɛl,root:B,3rEl
110,Portuguese,root,ɾɐˈiʃ,root:B,raiS
111,Spanish,root,ra'iθ,root:B,rai8
117,French,root,ʀasin,root:B,rasin
123,Italian,root,ra'ditʃe,root:B,raditSe
131,Breton,root,ˈg(w)ri(z)jɛn,root:B,gwrizyEn
13,Greek,come,ˈe̞rxo̞ˌme̞,come:G,erxome
55,Hindi,come,aːn̪aː,come:H,ana
71,Bulgarian,come,ˈdɔjdə,come:F,doyd3
74,Russian,come,prʲixɔ'dʲitʲ,come:W,prixodit
75,Russian,come,pɾʲijˈtʲi,come:F,priyti
76,Polish,come,pʂɘ̟ˈxɔdʑitɕ,come:W,pS3xodZitS
77,Polish,come,pʂɘ̟jɕtɕ,come:F,pS3yStS
80,Ukrainian,come,prɪˈxodɪtɪ,come:W,prixoditi
81,Ukrainian,come,prɪjˈtɪ,come:F,priyti
84,Czech,come,ˈpr̝̊ɪjiːt,come:F,priyit
96,Icelandic,come,ˈkʰɔːma,come:B,koma
101,Swedish,come,ˈkɔ̀mːa,come:B,koma
105,Danish,come,ˈg̥ʰʌmə,come:B,gom3
110,English,come,kʌm,come:B,kom
112,Dutch,come,'komə(n),come:B,kom3n
117,German,come,'kɔmən,come:B,kom3n
125,Catalan,come,bə'ni,come:B,b3ni
126,Portuguese,come,viɾ,come:B,vir
127,Spanish,come,be'niɾ,come:B,benir
133,French,come,vəniʀ,come:B,v3nir
139,Italian,come,ve'nire,come:B,venire
140,Romanian,come,a ve'ni,come:B,aveni
147,Breton,come,ˈdɔ̃nt,come:E,dont
150,Irish,come,t̪ˠaɾˠ,come:I,tar
11,Greek,live,zo̞,live:A,zo
42,Hindi,live,rɛɦnɑ,live:F,rEhno
58,Bulgarian,live,ʒiˈvɛjə,live:A,ZivEy3
60,Russian,live,ʐɨtʲ,live:A,Z3t
61,Polish,live,ʐɘ̟tɕ,live:A,Z3tS
62,Polish,live,ˈmjɛʂkatɕ,live:M,myESkatS
64,Ukrainian,live,ˈmɛʂkatɪ,live:M,mESkati
65,Ukrainian,live,ˈʐɪtɪ,live:A,Ziti
68,Czech,live,ˈbɪdlɛt,live:N,bidlEt
69,Czech,live,ˈʒiːt,live:A,Zit
78,Lithuanian,live,ɡiˈʋæntɪ,live:A,giwEnti
81,Icelandic,live,ˈlɪːva,live:B,liva
82,Icelandic,live,ˈb̥uːa,live:I,bua
91,Swedish,live,ˈlè:va,live:B,leva
92,Swedish,live,buː,live:I,bu
97,Danish,live,ˈle:və,live:B,lev3
98,Danish,live,boˀ,live:I,bo
107,English,live,lɪv,live:B,liv
109,Dutch,live,ˈwonə,live:J,won3
110,Dutch,live,levə(n),live:B,lev3n
115,German,live,'le:bn̩,live:B,lebn
122,Catalan,live,əs'ta,live:G,3sta
123,Catalan,live,"ˈbiwɾə, ˈviwɾə; ˈbiwɾe, ˈviwɾe",live:A,biwr3viwr3biwreviwre
125,Portuguese,live,viˈveɾ,live:A,viver
126,Spanish,live,bi'βiɾ,live:A,bibir
132,French,live,vivʀ,live:A,vivr
138,Italian,live,'vivere,live:A,vivere
144,Breton,live,ˈbeːwã,live:A,bewa
10,Greek,how,po̞s,how:B,pos
36,Nepali,how,"kəso, kəsto",how:B,k3sok3sto
55,Bulgarian,how,kak,how:B,kak
57,Russian,how,kak,how:B,kak
58,Polish,how,jak,how:D,yak
60,Ukrainian,how,jak,how:D,yak
62,Czech,how,jak,how:D,yak
70,Icelandic,how,ɣvɛː,how:B,xvE
75,Swedish,how,hʉ:r,how:B,h3r
79,Danish,how,vɒˈle:ðəs,how:B,vole83s
84,English,how,haʊ,how:B,hau
86,Dutch,how,hu,how:B,hu
91,German,how,vi:,how:B,vi
99,Catalan,how,kɔm,how:B,kom
100,Portuguese,how,'komu,how:B,komu
101,Spanish,how,'komo,how:B,komo
107,French,how,kɔmɑ̃,how:B,komo
112,Italian,how,'kome,how:B,kome
113,Romanian,how,kum,how:B,kum
119,Breton,how,peˈnoːs,how:B,penos
13,Greek,long,ma'kris,long:H,makris
63,Bulgarian,long,ˈdɤɫəɡ,long:B,doL3g
65,Russian,long,'dlʲinnɨj,long:B,dlinn3y
66,Polish,long,ˈdwuɡʲi,long:B,dwugi
68,Ukrainian,long,ˈdɔʋɦɪj,long:B,dowhiy
70,Czech,long,ˈdlɔuɦiː,long:B,dlouhi
78,Icelandic,long,"ˈlaŋɡ̊ʏr, ˈlauŋɡ̊ʏr",long:B,laNgirlauNgir
83,Swedish,long,lɔŋ,long:B,loN
87,Danish,long,lɑŋˀ,long:B,loN
92,English,long,lɒŋ,long:B,loN
94,Dutch,long,lɑŋ,long:B,loN
99,German,long,laŋ,long:B,laN
105,Catalan,long,ʎaɾk,long:G,lark
106,Portuguese,long,ˈlõɣu,long:B,loxu
108,Spanish,long,'laɾɣo,long:G,larxo
114,French,long,lɔ̃,long:B,lo
120,Italian,long,'lungo,long:B,lungo
130,Breton,long,"ˈhiːr, ˈiːr",long:F,hirir
133,Irish,long,"fˠɑd̪ˠə, ˈfˠad̪ˠə",long:I,fod3fad3
17,Greek,who,pço̞s,who:B,pSos
44,Nepali,who,ko,who:B,ko
64,Bulgarian,who,kɔj,who:B,koy
66,Russian,who,ktɔ,who:B,kto
67,Polish,who,ktɔ,who:B,kto
69,Ukrainian,who,xtɔ,who:B,xto
71,Czech,who,gdɔ,who:B,gdo
79,Icelandic,who,"xʷɛːr, kʰvɛːr",who:B,xErkvEr
84,Swedish,who,vɛmː,who:B,vEm
88,Danish,who,vɛmˀ,who:B,vEm
92,English,who,hu:,who:B,hu
94,Dutch,who,wi,who:B,wi
99,German,who,ve:ɐ̯,who:B,vea
107,Catalan,who,ki,who:B,ki
108,Portuguese,who,kɐ̃ĩ,who:B,kai
109,Spanish,who,kjen,who:B,kyen
115,French,who,ki,who:B,ki
121,Italian,who,ki,who:B,ki
132,Irish,who,ceː,who:B,Te
12,Greek,star,asˈte̞ri,star:V,asteri
42,Bengali,star,'tɑˌɹɒ,star:V,toro
60,Bulgarian,star,zvɘzˈda,star:C,zv3zda
62,Russian,star,zvʲɛz'da,star:C,zvEzda
63,Polish,star,ˈɡvjazda,star:C,gvyazda
65,Ukrainian,star,ˈzirka,star:D,zirka
67,Czech,star,ˈɦvjɛzda,star:C,hvyEzda
73,Lithuanian,star,ʒʋɐjɡʲʒʲˈdʲe:,star:C,ZwaygZde
75,Icelandic,star,ˈstjard̥na,star:V,styardna
80,Swedish,star,ˈɧæ̀ːɳa,star:V,SEna
84,Danish,star,ˈsd̥ʰjæɐ̯nə,star:V,sdyEan3
89,English,star,stɑ:,star:V,sto
91,Dutch,star,stɛr,star:V,stEr
96,German,star,ʃtɛrn,star:V,StErn
102,Catalan,star,əs'tɛl,star:V,3stEl
103,Portuguese,star,ɨʃˈtɾelɐ,star:V,3Strela
104,Spanish,star,es'tɾeʎa,star:V,estrela
110,French,star,etwal,star:V,etwal
116,Italian,star,'stella,star:V,stella
129,Welsh,star,ˈsɛrɛn,star:V,sErEn
9,Greek,push,ˈspro̞xno̞,push:Y,sproxno
54,Bulgarian,push,ˈbutəm,push:I,but3m
56,Russian,push,tɔɫ'katʲ,push:J,toLkat
57,Polish,push,ˈftɕisnɔɲtɕ,push:Aj,ftSisnoNtS
58,Polish,push,pxatɕ,push:K,pxatS
61,Ukrainian,push,naˈtɪsnutɪ,push:Aj,natisnuti
62,Ukrainian,push,ˈpxatɪ,push:K,pxati
65,Czech,push,ˈtlatʃɪt,push:J,tlatSit
77,Icelandic,push,ˈθrista,push:R,8rista
78,Icelandic,push,ˈr̥ɪnd̥a,push:W,rinda
97,Swedish,push,ˈɧʉ̀ːva,push:N,S3va
98,Swedish,push,ˈstø̀:ta,push:X,steta
99,Swedish,push,ˈɧʉ̀:ta,push:C,S3ta
107,Danish,push,ˈsɡ̊ʰyːðə,push:C,sgi83
108,Danish,push,ˈsd̥ø:ðə,push:X,sde83
109,Danish,push,ˈsɡ̊ɔb̥ə,push:Ai,sgob3
116,English,push,pʊʃ,push:P,puS
119,Dutch,push,'sχœyvə(n),push:N,sGEiv3n
120,Dutch,push,'dywə(n),push:X,diw3n
124,German,push,'ʃto:sn̩,push:X,Stosn
130,Catalan,push,əm'pɛɲə,push:L,3mpEN3
131,Portuguese,push,ẽpuˈʀaɾ,push:G,epurar
132,Spanish,push,empu'xaɾ,push:P,empuxar
138,French,push,puse,push:P,puse
145,Italian,push,'spindʒere,push:S,spindZere
153,Breton,push,"ˈbutã, ˈbuntã",push:H,butabunta
154,Breton,push,ˈpulsã,push:Am/P,pulsa
16,Greek,turn,ʝiˈrizo̞,turn:A,Sirizo
17,Greek,turn,ˈstre̞fo̞ˌme̞,turn:L,strefome
71,Bulgarian,turn,uˈbrɤʃtəm,turn:H,ubroSt3m
73,Russian,turn,pɔvɔ'ratʃivatʲ,turn:H,povoratSivat
74,Polish,turn,ɔdˈvratsatɕ,turn:H,odvratsatS
75,Polish,turn,ˈskrentsatɕ,turn:J,skrentsatS
77,Ukrainian,turn,ɔbɛrˈtatɪ,turn:H,obErtati
80,Czech,turn,ˈɔtɔtʃɪt,turn:S,ototSit
81,Czech,turn,ˈɔdbɔtʃɪt,turn:Af,odbotSit
97,Icelandic,turn,ˈstnuːa,turn:K,stnua
98,Icelandic,turn,ˈvɛnd̥a,turn:U,vEnda
111,Swedish,turn,ˈvrìːda,turn:Ac,vrida
112,Swedish,turn,ˈvɛ̀nda,turn:U,vEnda
117,Danish,turn,ˈvɛnə sɑj,turn:U,vEn3soy
118,Danish,turn,ˈdʁɑjə,turn:B,dGoy3
119,Danish,turn,ˈvʁiːðə,turn:Ac,vGi83
127,English,turn,tɜ:n,turn:I,t3n
130,Dutch,turn,'wɛndə(n),turn:U,wEnd3n
131,Dutch,turn,ˈdraɪə,turn:B,drai3
